"LOCATION";"INDICATOR";"SUBJECT";"MEASURE";"FREQUENCY";"TIME";"Value";"Flag Codes"
"HUN";"M1";"TOT";"IDX2015";"A";"2018";180.1349;
"HUN";"M1";"TOT";"IDX2015";"A";"2019";199.3331;
"ISL";"M1";"TOT";"IDX2015";"A";"2000";16.33402;
"ISL";"M1";"TOT";"IDX2015";"A";"2001";16.4249;
"ISL";"M1";"TOT";"IDX2015";"A";"2002";17.90695;
"ISL";"M1";"TOT";"IDX2015";"A";"2003";21.87142;
"ISL";"M1";"TOT";"IDX2015";"A";"2004";28.61759;
"ISL";"M1";"TOT";"IDX2015";"A";"2005";37.36483;
"ISL";"M1";"TOT";"IDX2015";"A";"2006";45.79369;
"ISL";"M1";"TOT";"IDX2015";"A";"2007";70.72143;
"ISL";"M1";"TOT";"IDX2015";"A";"2008";105.1473;
"ISL";"M1";"TOT";"IDX2015";"A";"2009";122.0936;
"ISL";"M1";"TOT";"IDX2015";"A";"2010";117.0353;
"ISL";"M1";"TOT";"IDX2015";"A";"2011";116.2178;
"ISL";"M1";"TOT";"IDX2015";"A";"2012";112.3899;
"ISL";"M1";"TOT";"IDX2015";"A";"2013";107.9109;
"ISL";"M1";"TOT";"IDX2015";"A";"2014";105.5758;
"ISL";"M1";"TOT";"IDX2015";"A";"2015";100;
"ISL";"M1";"TOT";"IDX2015";"A";"2016";101.5489;
"ISL";"M1";"TOT";"IDX2015";"A";"2017";112.027;
"ISL";"M1";"TOT";"IDX2015";"A";"2018";118.3167;
"ISL";"M1";"TOT";"IDX2015";"A";"2019";122.8077;
"JPN";"M1";"TOT";"IDX2015";"A";"2000";46.71507;
"JPN";"M1";"TOT";"IDX2015";"A";"2001";50.69358;
"JPN";"M1";"TOT";"IDX2015";"A";"2002";64.63502;
"JPN";"M1";"TOT";"IDX2015";"A";"2003";69.84149;
"JPN";"M1";"TOT";"IDX2015";"A";"2004";72.74577;
"JPN";"M1";"TOT";"IDX2015";"A";"2005";76.13275;
"JPN";"M1";"TOT";"IDX2015";"A";"2006";78.38445;
"JPN";"M1";"TOT";"IDX2015";"A";"2007";78.32439;
"JPN";"M1";"TOT";"IDX2015";"A";"2008";77.92685;
"JPN";"M1";"TOT";"IDX2015";"A";"2009";78.32919;
"JPN";"M1";"TOT";"IDX2015";"A";"2010";79.87497;
"JPN";"M1";"TOT";"IDX2015";"A";"2011";83.66695;
"JPN";"M1";"TOT";"IDX2015";"A";"2012";86.71026;
"JPN";"M1";"TOT";"IDX2015";"A";"2013";90.87823;
"JPN";"M1";"TOT";"IDX2015";"A";"2014";95.14546;
"JPN";"M1";"TOT";"IDX2015";"A";"2015";100;
"JPN";"M1";"TOT";"IDX2015";"A";"2016";107.0276;
"JPN";"M1";"TOT";"IDX2015";"A";"2017";115.4786;
"JPN";"M1";"TOT";"IDX2015";"A";"2018";122.5712;
"JPN";"M1";"TOT";"IDX2015";"A";"2019";129.1375;
"KOR";"M1";"TOT";"IDX2015";"A";"2000";28.33863;
"KOR";"M1";"TOT";"IDX2015";"A";"2001";33.51904;
"KOR";"M1";"TOT";"IDX2015";"A";"2002";41.46779;
"KOR";"M1";"TOT";"IDX2015";"A";"2003";44.16972;
"KOR";"M1";"TOT";"IDX2015";"A";"2004";47.6679;
"KOR";"M1";"TOT";"IDX2015";"A";"2005";52.0775;
"KOR";"M1";"TOT";"IDX2015";"A";"2006";52.26459;
"KOR";"M1";"TOT";"IDX2015";"A";"2007";49.17722;
"KOR";"M1";"TOT";"IDX2015";"A";"2008";48.4843;
"KOR";"M1";"TOT";"IDX2015";"A";"2009";56.37249;
"KOR";"M1";"TOT";"IDX2015";"A";"2010";62.47721;
"KOR";"M1";"TOT";"IDX2015";"A";"2011";66.45402;
"KOR";"M1";"TOT";"IDX2015";"A";"2012";69.36049;
"KOR";"M1";"TOT";"IDX2015";"A";"2013";76.01276;
"KOR";"M1";"TOT";"IDX2015";"A";"2014";84.24448;
"KOR";"M1";"TOT";"IDX2015";"A";"2015";100;
"KOR";"M1";"TOT";"IDX2015";"A";"2016";115.289;
"KOR";"M1";"TOT";"IDX2015";"A";"2017";126.2005;
"KOR";"M1";"TOT";"IDX2015";"A";"2018";132.1096;
"KOR";"M1";"TOT";"IDX2015";"A";"2019";138.1155;
"MEX";"M1";"TOT";"IDX2015";"A";"2000";15.96037;
"MEX";"M1";"TOT";"IDX2015";"A";"2001";18.31561;
"MEX";"M1";"TOT";"IDX2015";"A";"2002";21.76995;
"MEX";"M1";"TOT";"IDX2015";"A";"2003";24.35896;
"MEX";"M1";"TOT";"IDX2015";"A";"2004";27.76016;
"MEX";"M1";"TOT";"IDX2015";"A";"2005";30.8313;
"MEX";"M1";"TOT";"IDX2015";"A";"2006";35.62698;
"MEX";"M1";"TOT";"IDX2015";"A";"2007";39.10836;
"MEX";"M1";"TOT";"IDX2015";"A";"2008";42.2675;
"MEX";"M1";"TOT";"IDX2015";"A";"2009";47.74484;
"MEX";"M1";"TOT";"IDX2015";"A";"2010";52.2945;
"MEX";"M1";"TOT";"IDX2015";"A";"2011";59.99508;
"MEX";"M1";"TOT";"IDX2015";"A";"2012";68.45164;
"MEX";"M1";"TOT";"IDX2015";"A";"2013";74.16452;
"MEX";"M1";"TOT";"IDX2015";"A";"2014";84.6778;
"MEX";"M1";"TOT";"IDX2015";"A";"2015";100;
"MEX";"M1";"TOT";"IDX2015";"A";"2016";114.5816;
"MEX";"M1";"TOT";"IDX2015";"A";"2017";128.4415;
"MEX";"M1";"TOT";"IDX2015";"A";"2018";139.9802;
"NZL";"M1";"TOT";"IDX2015";"A";"2000";34.98002;
"NZL";"M1";"TOT";"IDX2015";"A";"2001";40.14391;
"NZL";"M1";"TOT";"IDX2015";"A";"2002";45.6392;
"NZL";"M1";"TOT";"IDX2015";"A";"2003";49.60818;
"NZL";"M1";"TOT";"IDX2015";"A";"2004";53.77688;
"NZL";"M1";"TOT";"IDX2015";"A";"2005";56.66005;
"NZL";"M1";"TOT";"IDX2015";"A";"2006";59.89638;
"NZL";"M1";"TOT";"IDX2015";"A";"2007";62.51409;
"NZL";"M1";"TOT";"IDX2015";"A";"2008";65.33812;
"NZL";"M1";"TOT";"IDX2015";"A";"2009";67.31902;
"NZL";"M1";"TOT";"IDX2015";"A";"2010";68.54794;
"NZL";"M1";"TOT";"IDX2015";"A";"2011";75.34409;
"NZL";"M1";"TOT";"IDX2015";"A";"2012";79.57832;
"NZL";"M1";"TOT";"IDX2015";"A";"2013";86.55556;
"NZL";"M1";"TOT";"IDX2015";"A";"2014";92.86536;
"NZL";"M1";"TOT";"IDX2015";"A";"2015";100;
"NZL";"M1";"TOT";"IDX2015";"A";"2016";109.0213;
"NZL";"M1";"TOT";"IDX2015";"A";"2017";120.7007;
"NZL";"M1";"TOT";"IDX2015";"A";"2018";132.7819;
"NZL";"M1";"TOT";"IDX2015";"A";"2019";145.2341;
"NOR";"M1";"TOT";"IDX2015";"A";"2000";24.03395;
"NOR";"M1";"TOT";"IDX2015";"A";"2001";24.62744;
"NOR";"M1";"TOT";"IDX2015";"A";"2002";25.90208;
"NOR";"M1";"TOT";"IDX2015";"A";"2003";27.14926;
"NOR";"M1";"TOT";"IDX2015";"A";"2004";29.60477;
"NOR";"M1";"TOT";"IDX2015";"A";"2005";33.60263;
"NOR";"M1";"TOT";"IDX2015";"A";"2006";40.4319;
"NOR";"M1";"TOT";"IDX2015";"A";"2007";47.94391;
"NOR";"M1";"TOT";"IDX2015";"A";"2008";49.30713;
"NOR";"M1";"TOT";"IDX2015";"A";"2009";48.86818;
"NOR";"M1";"TOT";"IDX2015";"A";"2010";49.83733;
"NOR";"M1";"TOT";"IDX2015";"A";"2011";53.49749;
"NOR";"M1";"TOT";"IDX2015";"A";"2012";55.73105;
"NOR";"M1";"TOT";"IDX2015";"A";"2013";55.93116;
"NOR";"M1";"TOT";"IDX2015";"A";"2014";59.06802;
"NOR";"M1";"TOT";"IDX2015";"A";"2015";100;
"NOR";"M1";"TOT";"IDX2015";"A";"2016";120.7975;
"NOR";"M1";"TOT";"IDX2015";"A";"2017";126.7611;
"NOR";"M1";"TOT";"IDX2015";"A";"2018";138.0893;
"POL";"M1";"TOT";"IDX2015";"A";"2000";16.35792;
"POL";"M1";"TOT";"IDX2015";"A";"2001";16.81214;
"POL";"M1";"TOT";"IDX2015";"A";"2002";19.72982;
"POL";"M1";"TOT";"IDX2015";"A";"2003";23.26154;
"POL";"M1";"TOT";"IDX2015";"A";"2004";26.9527;
"POL";"M1";"TOT";"IDX2015";"A";"2005";31.06602;
"POL";"M1";"TOT";"IDX2015";"A";"2006";37.79402;
"POL";"M1";"TOT";"IDX2015";"A";"2007";46.68433;
"POL";"M1";"TOT";"IDX2015";"A";"2008";53.98495;
"POL";"M1";"TOT";"IDX2015";"A";"2009";57.26157;
"POL";"M1";"TOT";"IDX2015";"A";"2010";64.134;
"POL";"M1";"TOT";"IDX2015";"A";"2011";70.41158;
"POL";"M1";"TOT";"IDX2015";"A";"2012";72.32979;
"POL";"M1";"TOT";"IDX2015";"A";"2013";80.9689;
"POL";"M1";"TOT";"IDX2015";"A";"2014";89.11799;
"POL";"M1";"TOT";"IDX2015";"A";"2015";100;
"POL";"M1";"TOT";"IDX2015";"A";"2016";115.5783;
"POL";"M1";"TOT";"IDX2015";"A";"2017";131.1737;
"POL";"M1";"TOT";"IDX2015";"A";"2018";145.6537;
"POL";"M1";"TOT";"IDX2015";"A";"2019";165.0909;
"SWE";"M1";"TOT";"IDX2015";"A";"2000";35.48451;
"SWE";"M1";"TOT";"IDX2015";"A";"2001";36.92458;
"SWE";"M1";"TOT";"IDX2015";"A";"2002";39.40169;
"SWE";"M1";"TOT";"IDX2015";"A";"2003";41.22075;
"SWE";"M1";"TOT";"IDX2015";"A";"2004";42.98577;
"SWE";"M1";"TOT";"IDX2015";"A";"2005";46.83242;
"SWE";"M1";"TOT";"IDX2015";"A";"2006";52.04317;
"SWE";"M1";"TOT";"IDX2015";"A";"2007";57.26191;
"SWE";"M1";"TOT";"IDX2015";"A";"2008";60.09109;
"SWE";"M1";"TOT";"IDX2015";"A";"2009";64.87112;
"SWE";"M1";"TOT";"IDX2015";"A";"2010";69.59351;
"SWE";"M1";"TOT";"IDX2015";"A";"2011";71.87136;
"SWE";"M1";"TOT";"IDX2015";"A";"2012";75.2034;
"SWE";"M1";"TOT";"IDX2015";"A";"2013";80.21524;
"SWE";"M1";"TOT";"IDX2015";"A";"2014";87.94822;
"SWE";"M1";"TOT";"IDX2015";"A";"2015";100;
"SWE";"M1";"TOT";"IDX2015";"A";"2016";111.0095;
"SWE";"M1";"TOT";"IDX2015";"A";"2017";122.3557;
"SWE";"M1";"TOT";"IDX2015";"A";"2018";131.3698;
"CHE";"M1";"TOT";"IDX2015";"A";"2000";36.11212;
"CHE";"M1";"TOT";"IDX2015";"A";"2001";36.31071;
"CHE";"M1";"TOT";"IDX2015";"A";"2002";39.45184;
"CHE";"M1";"TOT";"IDX2015";"A";"2003";47.91298;
"CHE";"M1";"TOT";"IDX2015";"A";"2004";51.00859;
"CHE";"M1";"TOT";"IDX2015";"A";"2005";50.0443;
"CHE";"M1";"TOT";"IDX2015";"A";"2006";49.92408;
"CHE";"M1";"TOT";"IDX2015";"A";"2007";47.49578;
"CHE";"M1";"TOT";"IDX2015";"A";"2008";47.74064;
"CHE";"M1";"TOT";"IDX2015";"A";"2009";66.0532;
"CHE";"M1";"TOT";"IDX2015";"A";"2010";73.38894;
"CHE";"M1";"TOT";"IDX2015";"A";"2011";79.60745;
"CHE";"M1";"TOT";"IDX2015";"A";"2012";88.70335;
"CHE";"M1";"TOT";"IDX2015";"A";"2013";96.3786;
"CHE";"M1";"TOT";"IDX2015";"A";"2014";99.98701;
"CHE";"M1";"TOT";"IDX2015";"A";"2015";100;
"CHE";"M1";"TOT";"IDX2015";"A";"2016";101.8678;
"CHE";"M1";"TOT";"IDX2015";"A";"2017";108.4538;
"CHE";"M1";"TOT";"IDX2015";"A";"2018";114.8118;
"TUR";"M1";"TOT";"IDX2015";"A";"2000";2.946324;
"TUR";"M1";"TOT";"IDX2015";"A";"2001";4.744284;
"TUR";"M1";"TOT";"IDX2015";"A";"2002";6.558949;
"TUR";"M1";"TOT";"IDX2015";"A";"2003";8.993633;
"TUR";"M1";"TOT";"IDX2015";"A";"2004";13.14386;
"TUR";"M1";"TOT";"IDX2015";"A";"2005";17.01095;
"TUR";"M1";"TOT";"IDX2015";"A";"2006";22.57713;
"TUR";"M1";"TOT";"IDX2015";"A";"2007";24.32895;
"TUR";"M1";"TOT";"IDX2015";"A";"2008";27.92731;
"TUR";"M1";"TOT";"IDX2015";"A";"2009";32.2896;
"TUR";"M1";"TOT";"IDX2015";"A";"2010";39.84972;
"TUR";"M1";"TOT";"IDX2015";"A";"2011";50.6046;
"TUR";"M1";"TOT";"IDX2015";"A";"2012";56.08287;
"TUR";"M1";"TOT";"IDX2015";"A";"2013";68.725;
"TUR";"M1";"TOT";"IDX2015";"A";"2014";82.31949;
"TUR";"M1";"TOT";"IDX2015";"A";"2015";100;
"TUR";"M1";"TOT";"IDX2015";"A";"2016";116.9336;
"TUR";"M1";"TOT";"IDX2015";"A";"2017";145.1822;
"TUR";"M1";"TOT";"IDX2015";"A";"2018";170.6467;
"GBR";"M1";"TOT";"IDX2015";"A";"2000";30.33768;
"GBR";"M1";"TOT";"IDX2015";"A";"2001";34.26038;
"GBR";"M1";"TOT";"IDX2015";"A";"2002";36.65823;
"GBR";"M1";"TOT";"IDX2015";"A";"2003";39.9923;
"GBR";"M1";"TOT";"IDX2015";"A";"2004";44.80339;
"GBR";"M1";"TOT";"IDX2015";"A";"2005";50.22086;
"GBR";"M1";"TOT";"IDX2015";"A";"2006";55.66219;
"GBR";"M1";"TOT";"IDX2015";"A";"2007";61.83136;
"GBR";"M1";"TOT";"IDX2015";"A";"2008";70.69884;
"GBR";"M1";"TOT";"IDX2015";"A";"2009";72.7267;
"GBR";"M1";"TOT";"IDX2015";"A";"2010";77.29461;
"GBR";"M1";"TOT";"IDX2015";"A";"2011";76.69476;
"GBR";"M1";"TOT";"IDX2015";"A";"2012";78.17626;
"GBR";"M1";"TOT";"IDX2015";"A";"2013";85.85974;
"GBR";"M1";"TOT";"IDX2015";"A";"2014";93.50996;
"GBR";"M1";"TOT";"IDX2015";"A";"2015";100;
"GBR";"M1";"TOT";"IDX2015";"A";"2016";110.142;
"GBR";"M1";"TOT";"IDX2015";"A";"2017";117.5704;
"GBR";"M1";"TOT";"IDX2015";"A";"2018";122.6551;
"GBR";"M1";"TOT";"IDX2015";"A";"2019";125.5868;
"USA";"M1";"TOT";"IDX2015";"A";"2000";36.52419;
"USA";"M1";"TOT";"IDX2015";"A";"2001";37.73344;
"USA";"M1";"TOT";"IDX2015";"A";"2002";39.60123;
"USA";"M1";"TOT";"IDX2015";"A";"2003";42.16204;
"USA";"M1";"TOT";"IDX2015";"A";"2004";44.49562;
"USA";"M1";"TOT";"IDX2015";"A";"2005";45.40814;
"USA";"M1";"TOT";"IDX2015";"A";"2006";45.50769;
"USA";"M1";"TOT";"IDX2015";"A";"2007";45.43792;
"USA";"M1";"TOT";"IDX2015";"A";"2008";47.4789;
"USA";"M1";"TOT";"IDX2015";"A";"2009";54.21019;
"USA";"M1";"TOT";"IDX2015";"A";"2010";57.6678;
"USA";"M1";"TOT";"IDX2015";"A";"2011";66.5308;
"USA";"M1";"TOT";"IDX2015";"A";"2012";76.6254;
"USA";"M1";"TOT";"IDX2015";"A";"2013";84.37675;
"USA";"M1";"TOT";"IDX2015";"A";"2014";93.16033;
"USA";"M1";"TOT";"IDX2015";"A";"2015";100;
"USA";"M1";"TOT";"IDX2015";"A";"2016";107.5112;
"USA";"M1";"TOT";"IDX2015";"A";"2017";116.6257;
"USA";"M1";"TOT";"IDX2015";"A";"2018";121.7922;
"USA";"M1";"TOT";"IDX2015";"A";"2019";127.2114;
"BRA";"M1";"TOT";"IDX2015";"A";"2000";17.82255;
"BRA";"M1";"TOT";"IDX2015";"A";"2001";21.1325;
"BRA";"M1";"TOT";"IDX2015";"A";"2002";26.05783;
"BRA";"M1";"TOT";"IDX2015";"A";"2003";28.38583;
"BRA";"M1";"TOT";"IDX2015";"A";"2004";33.22066;
"BRA";"M1";"TOT";"IDX2015";"A";"2005";37.70884;
"BRA";"M1";"TOT";"IDX2015";"A";"2006";43.27507;
"BRA";"M1";"TOT";"IDX2015";"A";"2007";53.22269;
"BRA";"M1";"TOT";"IDX2015";"A";"2008";60.58054;
"BRA";"M1";"TOT";"IDX2015";"A";"2009";64.66553;
"BRA";"M1";"TOT";"IDX2015";"A";"2010";75.99152;
"BRA";"M1";"TOT";"IDX2015";"A";"2011";81.38863;
"BRA";"M1";"TOT";"IDX2015";"A";"2012";85.97665;
"BRA";"M1";"TOT";"IDX2015";"A";"2013";95.8047;
"BRA";"M1";"TOT";"IDX2015";"A";"2014";100.8415;
"BRA";"M1";"TOT";"IDX2015";"A";"2015";100;
"BRA";"M1";"TOT";"IDX2015";"A";"2016";99.79171;
"BRA";"M1";"TOT";"IDX2015";"A";"2017";104.0729;
"BRA";"M1";"TOT";"IDX2015";"A";"2018";112.5664;
"BRA";"M1";"TOT";"IDX2015";"A";"2019";118.8619;
"CHL";"M1";"TOT";"IDX2015";"A";"2000";12.36449;
"CHL";"M1";"TOT";"IDX2015";"A";"2001";14.09823;
"CHL";"M1";"TOT";"IDX2015";"A";"2002";16.0871;
"CHL";"M1";"TOT";"IDX2015";"A";"2003";19.17568;
"CHL";"M1";"TOT";"IDX2015";"A";"2004";23.21;
"CHL";"M1";"TOT";"IDX2015";"A";"2005";26.54047;
"CHL";"M1";"TOT";"IDX2015";"A";"2006";29.6802;
"CHL";"M1";"TOT";"IDX2015";"A";"2007";34.95083;
"CHL";"M1";"TOT";"IDX2015";"A";"2008";39.29296;
"CHL";"M1";"TOT";"IDX2015";"A";"2009";44.21159;
"CHL";"M1";"TOT";"IDX2015";"A";"2010";56.96434;
"CHL";"M1";"TOT";"IDX2015";"A";"2011";63.57011;
"CHL";"M1";"TOT";"IDX2015";"A";"2012";70.21555;
"CHL";"M1";"TOT";"IDX2015";"A";"2013";78.50416;
"CHL";"M1";"TOT";"IDX2015";"A";"2014";87.90522;
"CHL";"M1";"TOT";"IDX2015";"A";"2015";100;
"CHL";"M1";"TOT";"IDX2015";"A";"2016";106.5007;
"CHL";"M1";"TOT";"IDX2015";"A";"2017";115.2313;
"CHL";"M1";"TOT";"IDX2015";"A";"2018";127.9612;
"CHN";"M1";"TOT";"IDX2015";"A";"2000";13.46167;
"CHN";"M1";"TOT";"IDX2015";"A";"2001";15.35531;
"CHN";"M1";"TOT";"IDX2015";"A";"2002";17.80031;
"CHN";"M1";"TOT";"IDX2015";"A";"2003";21.1738;
"CHN";"M1";"TOT";"IDX2015";"A";"2004";24.69593;
"CHN";"M1";"TOT";"IDX2015";"A";"2005";27.59899;
"CHN";"M1";"TOT";"IDX2015";"A";"2006";31.54037;
"CHN";"M1";"TOT";"IDX2015";"A";"2007";38.11909;
"CHN";"M1";"TOT";"IDX2015";"A";"2008";43.49681;
"CHN";"M1";"TOT";"IDX2015";"A";"2009";53.21697;
"CHN";"M1";"TOT";"IDX2015";"A";"2010";67.41136;
"CHN";"M1";"TOT";"IDX2015";"A";"2011";75.97614;
"CHN";"M1";"TOT";"IDX2015";"A";"2012";79.69953;
"CHN";"M1";"TOT";"IDX2015";"A";"2013";87.8646;
"CHN";"M1";"TOT";"IDX2015";"A";"2014";92.47799;
"CHN";"M1";"TOT";"IDX2015";"A";"2015";100;
"CHN";"M1";"TOT";"IDX2015";"A";"2016";122.5037;
"CHN";"M1";"TOT";"IDX2015";"A";"2017";141.7993;
"CHN";"M1";"TOT";"IDX2015";"A";"2018";150.3794;
"COL";"M1";"TOT";"IDX2015";"A";"2000";13.94206;
"COL";"M1";"TOT";"IDX2015";"A";"2001";15.70789;
"COL";"M1";"TOT";"IDX2015";"A";"2002";18.86261;
"COL";"M1";"TOT";"IDX2015";"A";"2003";21.88685;
"COL";"M1";"TOT";"IDX2015";"A";"2004";25.16684;
"COL";"M1";"TOT";"IDX2015";"A";"2005";29.82516;
"COL";"M1";"TOT";"IDX2015";"A";"2006";35.99417;
"COL";"M1";"TOT";"IDX2015";"A";"2007";40.91986;
"COL";"M1";"TOT";"IDX2015";"A";"2008";44.23141;
"COL";"M1";"TOT";"IDX2015";"A";"2009";48.56758;
"COL";"M1";"TOT";"IDX2015";"A";"2010";55.48858;
"COL";"M1";"TOT";"IDX2015";"A";"2011";64.81559;
"COL";"M1";"TOT";"IDX2015";"A";"2012";69.13538;
"COL";"M1";"TOT";"IDX2015";"A";"2013";78.80053;
"COL";"M1";"TOT";"IDX2015";"A";"2014";90.57152;
"COL";"M1";"TOT";"IDX2015";"A";"2015";100;
"COL";"M1";"TOT";"IDX2015";"A";"2016";104.3965;
"COL";"M1";"TOT";"IDX2015";"A";"2017";105.2077;
"COL";"M1";"TOT";"IDX2015";"A";"2018";112.2002;
"COL";"M1";"TOT";"IDX2015";"A";"2019";124.5861;
